Herkunftsland,LS,,ASYLANTRÄGE insgesamt,ASYLANTRÄGE davon Erstanträge,ASYLANTRÄGE davon Folgeanträge,ENTSCHEIDUNGEN über Asylanträge insgesamt,ENTSCHEIDUNGEN über Asylanträge Anerkennungen als Asylberechtigte (Art 16a und Familienasyl),ENTSCHEIDUNGEN über Asylanträge Anerkennungen als Flüchtling gem. § 3 I AsylG,ENTSCHEIDUNGEN über Asylanträge Gewährung von subsidiärem Schutz gem. § 4 I AsylG,ENTSCHEIDUNGEN über Asylanträge Feststellung eines Abschiebungsverbotes gem. § 60 V/VII AufenthG,ENTSCHEIDUNGEN über Asylanträge Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN über Asylanträge sonstige Verfahrenserledigungen,ANHÄNGIGE VERFAHREN aufgrund von Erstanträgen,ANHÄNGIGE VERFAHREN aufgrund von Folgeanträgen,ENTSCHEIDUNGEN über Erstanträge Anerkennungen als Asylberechtigte (Art. 16a und Familienasyl),ENTSCHEIDUNGEN über Erstanträge Anerkennungen als Flüchtling gem. § 3 I AsylG,ENTSCHEIDUNGEN über Erstanträge Gewährung von subsidiärem Schutz gem. § 4 I AsylG,ENTSCHEIDUNGEN über Erstanträge Feststellung eines Abschiebungsverbotes gem. § 60 V/VII AufenthG,ENTSCHEIDUNGEN über Erstanträge Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN über Erstanträge formelle Verfahrenserledigungen (z.B. Rücknahmen),ENTSCHEIDUNGEN über Folgeanträge Anerkennungen als Asylberechtigte (Art. 16a und Familienasyl),ENTSCHEIDUNGEN über Folgeanträge Anerkennungen als Flüchtling gem. § 3 I AsylG,ENTSCHEIDUNGEN über Folgeanträge Gewährung von subsidiärem Schutz gem. § 4 I AsylG,ENTSCHEIDUNGEN über Folgeanträge Feststellung eines Abschiebungsverbotes gem. § 60 V/VII AufenthG,ENTSCHEIDUNGEN über Folgeanträge Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN über Folgeanträge kein weiteres Verfahren,ENTSCHEIDUNGEN über Folgeanträge formelle Verfahrenserledigungen (z.B. Rücknahmen)
Albanien,121,"",3044,2960,84,3814,0,0,2,10,2874,928,25582,659,0,0,2,10,2866,870,0,0,0,0,8,47,11
Bosnien und Herzegowina,122,"",522,306,216,403,0,0,0,1,177,225,3553,1574,0,0,0,1,172,74,0,0,0,0,5,140,11
Belgien,124,"",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulgarien,125,"",1,1,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Estland,127,"",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frankreich,129,"",0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kroatien,130,"",0,0,0,5,0,0,0,0,1,4,12,12,0,0,0,0,1,4,0,0,0,0,0,0,0
Slowenien,131,"",0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Griechenland,134,"",0,0,0,2,0,0,0,0,1,1,13,1,0,0,0,0,1,1,0,0,0,0,0,0,0
Italien,137,"",0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lettland,139,"",0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Montenegro,140,"",126,97,29,142,0,0,0,2,93,47,2138,256,0,0,0,2,88,24,0,0,0,0,5,19,4
Litauen,142,"",0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mazedonien,144,"",835,609,226,561,0,1,0,0,351,209,6351,4107,0,0,0,0,321,75,0,1,0,0,30,98,36
Moldau (Republik),146,"",121,121,0,6,0,0,0,1,3,2,1682,16,0,0,0,1,3,2,0,0,0,0,0,0,0
Niederlande,148,"",0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kosovo,150,"",663,549,114,804,0,5,0,7,603,189,12680,2378,0,5,0,7,563,131,0,0,0,0,40,41,17
Polen,152,"",0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,153,"",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rumänien,154,"",0,0,0,1,0,0,0,0,1,0,8,3,0,0,0,0,1,0,0,0,0,0,0,0,0
Slowakische Republik,155,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Schweden,157,"",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schweiz,158,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russische Föderation,160,"",547,488,59,427,0,21,9,15,79,303,6968,1195,0,21,9,14,78,255,0,0,0,1,1,17,31
Spanien,161,"",0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Türkei,163,"",140,125,15,74,0,5,1,1,24,43,3031,436,0,3,1,1,22,38,0,2,0,0,2,2,3
Tschechische Republik,164,"",0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Ungarn,165,"",0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,166,"",348,341,7,69,0,2,0,0,2,65,5843,113,0,2,0,0,2,65,0,0,0,0,0,0,0
Großbritannien mit Nordirland,168,"",1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weißrußland,169,"",34,30,4,1,0,0,0,0,0,1,312,31,0,0,0,0,0,1,0,0,0,0,0,0,0
Serbien,170,"",1362,809,553,1113,0,0,0,3,588,522,11343,6903,0,0,0,3,534,160,0,0,0,0,54,285,77
Zypern,181,"",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sonst. europ. Staatsangeh.,199,"",1,0,1,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Algerien,221,"",159,145,14,127,1,2,0,0,46,78,3125,226,0,2,0,0,44,72,1,0,0,0,2,4,2
Angola,223,"",7,7,0,6,0,0,0,0,6,0,165,7,0,0,0,0,6,0,0,0,0,0,0,0,0
Eritrea,224,"",1259,1249,10,2679,15,2578,12,1,5,68,17489,146,15,2575,12,1,5,61,0,3,0,0,0,0,7
Äthiopien,225,"",243,243,0,43,0,5,1,3,12,22,3212,69,0,5,1,3,10,21,0,0,0,0,2,1,0
Botsuana,227,"",1,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Benin,229,"",20,20,0,8,0,0,0,0,2,6,488,11,0,0,0,0,2,3,0,0,0,0,0,0,3
Dschibuti,230,"",1,1,0,0,0,0,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Elfenbeinküste (Cote d Ivoire),231,"",32,31,1,39,0,0,0,1,5,33,393,20,0,0,0,1,5,33,0,0,0,0,0,0,0
Nigeria,232,"",232,228,4,95,1,3,2,5,24,60,8865,199,1,3,2,5,24,57,0,0,0,0,0,1,2
Simbabwe,233,"",2,2,0,1,0,0,1,0,0,0,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Gabun,236,"",1,1,0,1,0,0,0,0,0,1,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Gambia,237,"",211,203,8,50,2,2,0,0,8,38,4273,126,2,2,0,0,8,32,0,0,0,0,0,0,6
Ghana,238,"",41,41,0,22,0,0,0,1,4,17,1712,52,0,0,0,0,4,16,0,0,0,1,0,1,0
Mauretanien,239,"",16,15,1,12,0,0,0,0,4,8,100,5,0,0,0,0,4,8,0,0,0,0,0,0,0
Cabo Verde,242,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenia,243,"",5,5,0,9,0,0,0,0,3,6,143,11,0,0,0,0,3,6,0,0,0,0,0,0,0
Komoren,244,"",0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kongo,245,"",2,2,0,4,0,0,0,0,3,1,105,5,0,0,0,0,3,1,0,0,0,0,0,0,0
"Kongo, Dem. Republik",246,"",1,1,0,29,0,0,1,3,20,5,456,32,0,0,1,3,20,5,0,0,0,0,0,0,0
Liberia,247,"",5,5,0,2,0,0,0,0,0,2,101,8,0,0,0,0,0,2,0,0,0,0,0,0,0
Libyen,248,"",115,115,0,45,6,5,0,2,12,20,1385,39,6,5,0,2,12,20,0,0,0,0,0,0,0
Mali,251,"",31,30,1,30,0,1,0,1,4,24,805,24,0,1,0,1,4,24,0,0,0,0,0,0,0
Marokko,252,"",167,158,9,109,0,2,1,4,64,38,1973,83,0,2,1,4,63,33,0,0,0,0,1,3,2
Mauritius,253,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mosambik,254,"",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,255,"",20,18,2,8,0,0,0,0,2,6,157,20,0,0,0,0,2,4,0,0,0,0,0,0,2
Malawi,256,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sambia,257,"",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burkina-Faso,258,"",22,21,1,6,0,0,0,0,3,3,263,11,0,0,0,0,2,2,0,0,0,0,1,0,1
Guinea-Bissau,259,"",45,45,0,7,0,0,0,0,2,5,440,11,0,0,0,0,2,5,0,0,0,0,0,0,0
Guinea,261,"",34,28,6,47,1,6,1,1,26,12,2145,97,1,6,1,0,25,7,0,0,0,1,1,1,4
Kamerun,262,"",92,85,7,32,0,0,0,0,13,19,1201,50,0,0,0,0,13,13,0,0,0,0,0,3,3
Südafrika,263,"",0,0,0,1,0,0,0,0,0,1,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ruanda,265,"",6,6,0,1,0,0,0,0,1,0,41,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Namibia,267,"",1,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Senegal,269,"",39,39,0,23,0,0,0,0,6,17,2089,24,0,0,0,0,6,17,0,0,0,0,0,0,0
Sierra Leone,272,"",2,2,0,16,0,1,0,2,6,7,591,39,0,1,0,2,6,7,0,0,0,0,0,0,0
Somalia,273,"",342,322,20,186,0,51,17,21,16,81,9232,326,0,51,17,17,16,67,0,0,0,4,0,3,11
Äquatorialguinea,274,"",0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudan (ohne Südsudan),277,"",76,73,3,29,0,3,4,0,4,18,1231,36,0,3,4,0,4,16,0,0,0,0,0,0,2
Südsudan,278,"",5,5,0,7,6,0,0,0,0,1,42,6,6,0,0,0,0,1,0,0,0,0,0,0,0
Tansania,282,"",1,0,1,0,0,0,0,0,0,0,80,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Togo,283,"",29,28,1,4,0,0,0,0,3,1,378,25,0,0,0,0,3,1,0,0,0,0,0,0,0
Tschad,284,"",8,8,0,8,0,0,0,0,3,5,144,14,0,0,0,0,3,3,0,0,0,0,0,0,2
Tunesien,285,"",37,33,4,47,0,0,0,0,32,15,818,114,0,0,0,0,31,11,0,0,0,0,1,2,2
Uganda,286,"",1,1,0,2,1,1,0,0,0,0,175,8,1,1,0,0,0,0,0,0,0,0,0,0,0
Ägypten,287,"",82,82,0,62,5,15,0,7,22,13,2767,69,5,15,0,7,22,11,0,0,0,0,0,1,1
Zentralafrikanische Republik,289,"",4,4,0,0,0,0,0,0,0,0,57,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Burundi,291,"",1,1,0,1,0,0,0,0,1,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0
sonst. afrik. Staatsangeh.,299,"",3,3,0,8,0,0,0,3,4,1,99,10,0,0,0,3,4,1,0,0,0,0,0,0,0
Argentinien,323,"",0,0,0,1,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0
Brasilien,327,"",0,0,0,5,0,0,0,1,0,4,10,0,0,0,0,1,0,4,0,0,0,0,0,0,0
Belize,330,"",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominikanische Republik,335,"",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecuador,336,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Salvador,337,"",0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,345,"",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haiti,346,"",3,2,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,347,"",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kanada,348,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kolumbien,349,"",0,0,0,0,0,0,0,0,0,0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuba,351,"",13,13,0,8,0,0,0,0,0,8,151,2,0,0,0,0,0,8,0,0,0,0,0,0,0
Mexico,353,"",1,1,0,1,0,0,0,0,1,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Nicaragua,354,"",1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamaica,355,"",3,3,0,3,0,0,0,0,1,2,26,1,0,0,0,0,1,2,0,0,0,0,0,0,0
Paraguay,359,"",2,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peru,361,"",0,0,0,1,0,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Venezuela,367,"",0,0,0,1,0,0,0,0,0,1,27,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Vereinigte Staaten v. Amerika,368,"",1,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trinidad und Tobago,371,"",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jemen,421,"",27,27,0,1,0,0,0,0,0,1,464,34,0,0,0,0,0,1,0,0,0,0,0,0,0
Armenien,422,"",139,128,11,62,0,1,1,5,32,23,3867,306,0,1,1,4,32,23,0,0,0,1,0,0,0
Afghanistan,423,"",4976,4929,47,635,10,164,22,117,107,215,33421,877,9,152,19,104,106,209,1,12,3,13,1,4,2
Bahrain,424,"",0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aserbaidschan,425,"",94,88,6,22,0,0,0,3,13,6,2536,287,0,0,0,1,12,5,0,0,0,2,1,1,0
Bhutan,426,"",0,0,0,2,0,0,0,0,2,0,12,4,0,0,0,0,2,0,0,0,0,0,0,0,0
Myanmar,427,"",4,4,0,1,0,0,0,0,0,1,156,3,0,0,0,0,0,1,0,0,0,0,0,0,0
Georgien,430,"",305,284,21,158,0,0,0,1,108,49,3262,404,0,0,0,1,98,34,0,0,0,0,10,5,10
Sri Lanka,431,"",18,13,5,14,0,6,0,0,4,4,900,172,0,6,0,0,4,1,0,0,0,0,0,3,0
Vietnam,432,"",21,18,3,30,0,0,0,1,12,17,955,70,0,0,0,1,10,13,0,0,0,0,2,1,3
Korea (Demokrat. Volksrepubl.),434,"",5,5,0,0,0,0,0,0,0,0,113,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Indien,436,"",245,242,3,75,0,0,0,0,63,12,3454,79,0,0,0,0,62,9,0,0,0,0,1,2,1
Indonesien,437,"",0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irak,438,"",4479,4391,88,2276,41,1909,57,12,29,228,19064,1852,41,1825,42,9,25,212,0,84,15,3,4,5,11
"Iran, Islamische Republik",439,"",963,934,29,221,14,103,3,2,31,68,7038,602,14,101,3,1,31,61,0,2,0,1,0,1,6
Israel,441,"",2,2,0,1,0,0,0,0,1,0,49,6,0,0,0,0,1,0,0,0,0,0,0,0,0
Kasachstan,444,"",21,21,0,6,0,0,0,0,0,6,125,24,0,0,0,0,0,6,0,0,0,0,0,0,0
Jordanien,445,"",15,15,0,10,0,2,0,0,3,5,207,29,0,2,0,0,2,5,0,0,0,0,1,0,0
Kambodscha,446,"",0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuwait,448,"",1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Laos, Demokratische Volksrepublik",449,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kirgisistan,450,"",4,4,0,5,0,0,0,0,1,4,97,20,0,0,0,0,1,4,0,0,0,0,0,0,0
Libanon,451,"",307,281,26,49,0,4,0,3,26,16,1336,192,0,4,0,0,25,12,0,0,0,3,1,4,0
Oman,456,"",2,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mongolei,457,"",16,13,3,18,0,0,0,0,13,5,596,35,0,0,0,0,13,2,0,0,0,0,0,0,3
Nepal,458,"",4,4,0,0,0,0,0,0,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Staatsangehörigkeit ohne Bezeichnung,459,"",17,17,0,5,0,1,0,0,2,2,321,1,0,1,0,0,2,2,0,0,0,0,0,0,0
Bangladesch,460,"",131,127,4,73,0,4,0,1,48,20,1107,51,0,4,0,0,48,17,0,0,0,1,0,3,0
Pakistan,461,"",1272,1257,15,207,1,8,0,0,94,104,12659,463,1,8,0,0,94,90,0,0,0,0,0,7,7
Philippinen,462,"",1,1,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China (Taiwan),465,"",5,5,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Korea (Republik),467,"",3,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vereinigte arabische Emirate,469,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tadschikistan,470,"",19,18,1,18,0,0,0,0,3,15,392,35,0,0,0,0,3,13,0,0,0,0,0,1,1
Turkmenistan,471,"",40,40,0,0,0,0,0,0,0,0,644,14,0,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabien,472,"",7,7,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Syrien, Arabische Republik",475,"",30573,30398,175,19461,51,19199,4,39,4,164,74875,1734,51,18949,4,12,3,158,0,250,0,27,1,1,5
Thailand,476,"",1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Usbekistan,477,"",3,3,0,1,0,1,0,0,0,0,32,2,0,1,0,0,0,0,0,0,0,0,0,0,0
China,479,"",47,46,1,30,0,2,0,0,25,3,1063,67,0,2,0,0,25,3,0,0,0,0,0,0,0
Malaysia,482,"",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sonst. asiat. Staatsangeh.,499,"",534,533,1,262,0,232,0,0,20,10,2856,152,0,221,0,0,20,9,0,11,0,0,0,0,1
Staatenlos,997,"",724,718,6,231,0,226,0,0,2,3,2858,76,0,225,0,0,2,3,0,1,0,0,0,0,0
Ungeklärt,998,"",1618,1601,17,296,1,244,2,8,20,21,6914,329,1,232,2,7,20,19,0,12,0,1,0,2,0
ohne Angabe,999,"",2,2,0,0,0,0,0,0,0,0,43,3,0,0,0,0,0,0,0,0,0,0,0,0,0
