YEAR_MONTH,Asylberechtigt,Fluechtling, subs. Schutz,Abschiebungsverbot,Abgelehnt
2018-01,7,464,191,201,904
2018-02,3,263,113,154,733
2018-03,3,390,112,180,792
2018-04,9,352,72,120,688
2018-05,0,253,27,92,608
2018-06,5,113,30,56,514
2018-07,0,234,32,65,452
2018-08,2,411,46,79,513
2018-09,4,405,43,105,587
2018-10,9,537,49,114,640
2018-11,11,480,61,78,728
2018-12,6,349,52,82,463
2019-01,1,469,72,105,673
2019-02,6,510,58,87,683
2019-03,3,566,75,111,533
2019-04,3,378,61,61,384
2019-05,8,396,56,61,465
2019-06,3,359,35,40,379
2019-07,3,417,52,76,491
2019-08,2,380,69,65,553
